"Op Airlines","Original","Destination","Passenger","Fare","Income Original","Income Destination","Population Original","Population Destination","Date","Flight Frequency","Total Seat","Seat/Dep","Time","AVG KM","Number Of Review","Airlines Score"
"DD","CNX","DMK","18026.0","82.0","16686.0495575225","48842.9433628325","1678284.0","5692284.0","Jul2014","186.0","35398.0","190.31182795698925","12100.0","565.0","164.0","7.0"
"DD","CNX","DMK","18929.0","81.0","16686.0495575225","48842.9433628325","1678284.0","5692284.0","Aug2014","186","35154","189.0","12090","565.0","164.0","7.0"
"DD","CNX","DMK","21905.0","78.0","16686.0495575225","48842.9433628325","1678284.0","5692284.0","Sep2014","227","42903","189.0","14755","565.0","164.0","7.0"
"FD","CNX","DMK","27981.0","50.0","14393.0","49191.0","1666888.0","5686252.0","Jan2013","266","44688","168.0","20105","565.0","48.0","5.0"
"FD","CNX","DMK","24997.0","49.0","14393.0","49191.0","1666888.0","5686252.0","Feb2013","240","40320","168.0","18140","565.0","48.0","5.0"
"FD","CNX","DMK","35336.0","46.0","14393.0","49191.0","1666888.0","5686252.0","Mar2013","310","52080","168.0","23555","565.0","48.0","5.0"
"FD","CNX","DMK","31063.0","46.0","14393.0","49191.0","1666888.0","5686252.0","Apr2013","273","45864","168.0","20390","565.0","48.0","5.0"
"FD","CNX","DMK","22624.0","42.0","14393.0","49191.0","1666888.0","5686252.0","May2013","217","36456","168.0","16585","565.0","48.0","5.0"
"FD","CNX","DMK","21586.0","52.0","14393.0","49191.0","1666888.0","5686252.0","Jun2013","210","35280","168.0","16050","565.0","48.0","5.0"
"FD","CNX","DMK","20590.0","58.0","14393.0","49191.0","1666888.0","5686252.0","Jul2013","217","36456","168.0","16585","565.0","48.0","5.0"
"FD","CNX","DMK","24514.0","64.0","14393.0","49191.0","1666888.0","5686252.0","Aug2013","248","41664","168.0","18910","565.0","48.0","5.0"
