Travel Month,Travel Year,Op Airline Code,Airline Code,Origin Code,Origin Name,Destination Name,Destination Code,Thru Point Name,Thru Point Code,Equipment Code,Equipment Name,Flights,Seats,Seats/ Dep,Block Mins,Average KMs
Feb 2013,2013,DD,DD,BFV,"Buriram, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),12,408,34,780,296
Feb 2013,2013,DD,DD,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,734,734 (B737-400),3,447,149,225,666
Feb 2013,2013,DD,DD,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),81,15309,189,6075,666
Feb 2013,2013,DD,DD,CJM,"Chumphon, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),28,952,34,1960,380
Feb 2013,2013,DD,DD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,734,734 (B737-400),28,4172,149,1820,565
Feb 2013,2013,DD,DD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),192,36288,189,12480,565
Feb 2013,2013,DD,DD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,73J,73J (B737-900 Winglets Pax/BBJ3),4,624,156,260,565
Feb 2013,2013,DD,DD,CNX,"Chiang Mai, TH","Hat Yai, TH",HDY,,,738,738 (B737-800 Passenger),28,5292,189,3500,1320
Feb 2013,2013,DD,DD,CNX,"Chiang Mai, TH","Mae Hong Son, TH",HGN,,,SF3,SF3 (Saab 340),112,3808,34,3920,119
Feb 2013,2013,DD,DD,CNX,"Chiang Mai, TH","Mae Sot, TH",MAQ,,,SF3,SF3 (Saab 340),28,952,34,1400,196
Feb 2013,2013,DD,DD,CNX,"Chiang Mai, TH","Udon Thani, TH",UTH,,,SF3,SF3 (Saab 340),84,2856,34,6720,433
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Buriram, TH",BFV,,,SF3,SF3 (Saab 340),12,408,34,780,296
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,734,734 (B737-400),28,4172,149,1960,565
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,738,738 (B737-800 Passenger),192,36288,189,13440,565
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,73J,73J (B737-900 Winglets Pax/BBJ3),4,624,156,280,565
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,734,734 (B737-400),3,447,149,225,666
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,738,738 (B737-800 Passenger),81,15309,189,6075,666
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Chumphon, TH",CJM,,,SF3,SF3 (Saab 340),28,952,34,1960,380
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,734,734 (B737-400),28,4172,149,2380,772
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,738,738 (B737-800 Passenger),168,31752,189,14280,772
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Loei, TH",LOE,,,AT7,AT7 (ATR-72),28,1848,66,2100,410
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Mae Sot, TH",MAQ,,,SF3,SF3 (Saab 340),56,1904,34,4200,380
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,AT7,AT7 (ATR-72),55,3630,66,5500,579
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,SF3,SF3 (Saab 340),1,34,34,100,579
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,734,734 (B737-400),59,8791,149,4130,610
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,738,738 (B737-800 Passenger),73,13797,189,5110,610
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,73J,73J (B737-900 Winglets Pax/BBJ3),8,1248,156,560,610
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Nan, TH",NNT,,,AT7,AT7 (ATR-72),29,1914,66,2755,541
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Nan, TH",NNT,,,SF3,SF3 (Saab 340),55,1870,34,5225,541
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,734,734 (B737-400),17,2533,149,850,320
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,73J,73J (B737-900 Winglets Pax/BBJ3),11,1716,156,550,320
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,AT7,AT7 (ATR-72),56,3696,66,3920,320
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Phrae, TH",PRH,,,SF3,SF3 (Saab 340),16,544,34,1360,470
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Phuket, TH",HKT,,,738,738 (B737-800 Passenger),84,15876,189,6720,689
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Roi Et, TH",ROI,,,SF3,SF3 (Saab 340),56,1904,34,4200,418
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Sakon Nakhon, TH",SNO,,,AT7,AT7 (ATR-72),56,3696,66,5040,521
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,734,734 (B737-400),3,447,149,210,552
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,738,738 (B737-800 Passenger),109,20601,189,7630,552
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Trang, TH",TST,,,734,734 (B737-400),3,447,149,240,718
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Trang, TH",TST,,,738,738 (B737-800 Passenger),53,10017,189,4240,718
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,734,734 (B737-400),28,4172,149,1820,483
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,738,738 (B737-800 Passenger),84,15876,189,5460,483
Feb 2013,2013,DD,DD,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,738,738 (B737-800 Passenger),140,26460,189,9100,451
Feb 2013,2013,DD,DD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,734,734 (B737-400),28,4172,149,2380,772
Feb 2013,2013,DD,DD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),168,31752,189,14280,772
Feb 2013,2013,DD,DD,HDY,"Hat Yai, TH","Chiang Mai, TH",CNX,,,738,738 (B737-800 Passenger),28,5292,189,3640,1320
Feb 2013,2013,DD,DD,HGN,"Mae Hong Son, TH","Chiang Mai, TH",CNX,,,SF3,SF3 (Saab 340),112,3808,34,3920,119
Feb 2013,2013,DD,DD,HKT,"Phuket, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),84,15876,189,6720,689
Feb 2013,2013,DD,DD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,AT7,AT7 (ATR-72),55,3630,66,5500,579
Feb 2013,2013,DD,DD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),1,34,34,100,579
Feb 2013,2013,DD,DD,LOE,"Loei, TH","Bangkok, TH",DMK,,,AT7,AT7 (ATR-72),28,1848,66,2100,410
Feb 2013,2013,DD,DD,MAQ,"Mae Sot, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),56,1904,34,4200,380
Feb 2013,2013,DD,DD,MAQ,"Mae Sot, TH","Chiang Mai, TH",CNX,,,SF3,SF3 (Saab 340),28,952,34,1400,196
Feb 2013,2013,DD,DD,NNT,"Nan, TH","Bangkok, TH",DMK,,,AT7,AT7 (ATR-72),29,1914,66,2755,541
Feb 2013,2013,DD,DD,NNT,"Nan, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),55,1870,34,5225,541
Feb 2013,2013,DD,DD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,734,734 (B737-400),59,8791,149,4130,610
Feb 2013,2013,DD,DD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),73,13797,189,5110,610
Feb 2013,2013,DD,DD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,73J,73J (B737-900 Winglets Pax/BBJ3),8,1248,156,560,610
Feb 2013,2013,DD,DD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,734,734 (B737-400),17,2533,149,850,320
Feb 2013,2013,DD,DD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,73J,73J (B737-900 Winglets Pax/BBJ3),11,1716,156,550,320
Feb 2013,2013,DD,DD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,AT7,AT7 (ATR-72),56,3696,66,3920,320
Feb 2013,2013,DD,DD,PRH,"Phrae, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),16,544,34,1360,470
Feb 2013,2013,DD,DD,ROI,"Roi Et, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),56,1904,34,4200,418
Feb 2013,2013,DD,DD,SNO,"Sakon Nakhon, TH","Bangkok, TH",DMK,,,AT7,AT7 (ATR-72),56,3696,66,5040,521
Feb 2013,2013,DD,DD,TST,"Trang, TH","Bangkok, TH",DMK,,,734,734 (B737-400),3,447,149,240,718
Feb 2013,2013,DD,DD,TST,"Trang, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),53,10017,189,4240,718
Feb 2013,2013,DD,DD,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,734,734 (B737-400),28,4172,149,1680,483
Feb 2013,2013,DD,DD,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),84,15876,189,5040,483
Feb 2013,2013,DD,DD,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,734,734 (B737-400),3,447,149,210,552
Feb 2013,2013,DD,DD,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),109,20601,189,7630,552
Feb 2013,2013,DD,DD,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),140,26460,189,8400,451
Feb 2013,2013,DD,DD,UTH,"Udon Thani, TH","Chiang Mai, TH",CNX,,,SF3,SF3 (Saab 340),84,2856,34,6720,433
Feb 2013,2013,E8,E8,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,734,734 (B737-400),8,1192,149,720,1181
Feb 2013,2013,E8,E8,HKT,"Phuket, TH","Chiang Mai, TH",CNX,,,734,734 (B737-400),8,1192,149,720,1181
Feb 2013,2013,FD,FD,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,320,320 (A320),84,14112,168,6720,666
Feb 2013,2013,FD,FD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,320,320 (A320),240,40320,168,18140,565
Feb 2013,2013,FD,FD,CNX,"Chiang Mai, TH","Hat Yai, TH",HDY,,,320,320 (A320),42,7056,168,5250,1320
Feb 2013,2013,FD,FD,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,320,320 (A320),56,9408,168,7000,1181
Feb 2013,2013,FD,FD,CNX,"Chiang Mai, TH","Ubon Ratchathani, TH",UBP,,,320,320 (A320),12,2016,168,900,740
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,320,320 (A320),240,40320,168,17640,565
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,320,320 (A320),84,14112,168,6720,666
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,320,320 (A320),210,35280,168,17850,772
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),154,25872,168,12320,666
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,320,320 (A320),28,4704,168,2100,579
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,320,320 (A320),70,11760,168,5390,610
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Narathiwat, TH",NAW,,,320,320 (A320),28,4704,168,2520,838
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),252,42336,168,20580,689
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,320,320 (A320),84,14112,168,6020,552
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Trang, TH",TST,,,320,320 (A320),84,14112,168,7140,718
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,320,320 (A320),56,9408,168,3780,483
Feb 2013,2013,FD,FD,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),84,14112,168,5600,451
Feb 2013,2013,FD,FD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,320,320 (A320),210,35280,168,17570,772
Feb 2013,2013,FD,FD,HDY,"Hat Yai, TH","Chiang Mai, TH",CNX,,,320,320 (A320),42,7056,168,5040,1320
Feb 2013,2013,FD,FD,HKT,"Phuket, TH","Bangkok, TH",DMK,,,320,320 (A320),252,42336,168,20440,689
Feb 2013,2013,FD,FD,HKT,"Phuket, TH","Chiang Mai, TH",CNX,,,320,320 (A320),56,9408,168,6440,1181
Feb 2013,2013,FD,FD,HKT,"Phuket, TH","Udon Thani, TH",UTH,,,320,320 (A320),28,4704,168,2940,1135
Feb 2013,2013,FD,FD,KBV,"Krabi, TH","Bangkok, TH",DMK,,,320,320 (A320),154,25872,168,11690,666
Feb 2013,2013,FD,FD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,320,320 (A320),28,4704,168,2100,579
Feb 2013,2013,FD,FD,NAW,"Narathiwat, TH","Bangkok, TH",DMK,,,320,320 (A320),28,4704,168,2520,838
Feb 2013,2013,FD,FD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,320,320 (A320),70,11760,168,5320,610
Feb 2013,2013,FD,FD,TST,"Trang, TH","Bangkok, TH",DMK,,,320,320 (A320),84,14112,168,7140,718
Feb 2013,2013,FD,FD,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,320,320 (A320),56,9408,168,3640,483
Feb 2013,2013,FD,FD,UBP,"Ubon Ratchathani, TH","Chiang Mai, TH",CNX,,,320,320 (A320),12,2016,168,840,740
Feb 2013,2013,FD,FD,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,320,320 (A320),84,14112,168,6160,552
Feb 2013,2013,FD,FD,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,320,320 (A320),84,14112,168,5600,451
Feb 2013,2013,FD,FD,UTH,"Udon Thani, TH","Phuket, TH",HKT,,,320,320 (A320),28,4704,168,3080,1135
Feb 2013,2013,K8,K8,CNX,"Chiang Mai, TH","Khon Kaen, TH",KKC,,,CNC,CNC (Cessna),6,60,10,690,480
Feb 2013,2013,K8,K8,CNX,"Chiang Mai, TH","Mae Hong Son, TH",HGN,,,CNC,CNC (Cessna),54,540,10,1890,119
Feb 2013,2013,K8,K8,CNX,"Chiang Mai, TH","Nan, TH",NNT,,,CNC,CNC (Cessna),3,30,10,135,192
Feb 2013,2013,K8,K8,CNX,"Chiang Mai, TH","Pai, TH",PYY,,,CNC,CNC (Cessna),6,60,10,150,87
Feb 2013,2013,K8,K8,CNX,"Chiang Mai, TH","Phitsanulok, TH",PHS,,,CNC,CNC (Cessna),10,100,10,600,259
Feb 2013,2013,K8,K8,HGN,"Mae Hong Son, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),54,540,10,1710,119
Feb 2013,2013,K8,K8,KKC,"Khon Kaen, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),6,60,10,690,480
Feb 2013,2013,K8,K8,NNT,"Nan, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),3,30,10,135,192
Feb 2013,2013,K8,K8,PHS,"Phitsanulok, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),10,100,10,600,259
Feb 2013,2013,K8,K8,PYY,"Pai, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),6,60,10,150,87
Feb 2013,2013,OX,OX,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,M82,M82 (MD-82),10,1500,150,800,666
Feb 2013,2013,OX,OX,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,M82,M82 (MD-82),56,8400,150,4200,565
Feb 2013,2013,OX,OX,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,M82,M82 (MD-82),56,8400,150,3640,565
Feb 2013,2013,OX,OX,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,M82,M82 (MD-82),10,1500,150,800,666
Feb 2013,2013,OX,OX,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,M82,M82 (MD-82),20,3000,150,1650,772
Feb 2013,2013,OX,OX,DMK,"Bangkok, TH","Phuket, TH",HKT,,,M82,M82 (MD-82),56,8400,150,4340,689
Feb 2013,2013,OX,OX,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,M82,M82 (MD-82),20,3000,150,1700,772
Feb 2013,2013,OX,OX,HKT,"Phuket, TH","Bangkok, TH",DMK,,,M82,M82 (MD-82),56,8400,150,4580,689
Feb 2013,2013,PG,PG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,319,319 (A319),79,11376,144,5925,565
Feb 2013,2013,PG,PG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,320,320 (A320),89,14418,162,6675,565
Feb 2013,2013,PG,PG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,319,319 (A319),383,55152,144,24755,465
Feb 2013,2013,PG,PG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),262,18340,70,23580,465
Feb 2013,2013,PG,PG,BKK,"Bangkok, TH","Lampang, TH",LPT,,,AT7,AT7 (ATR-72),56,3920,70,5040,497
Feb 2013,2013,PG,PG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),196,31752,162,16660,673
Feb 2013,2013,PG,PG,BKK,"Bangkok, TH","Sukhothai, TH",THS,,,AT7,AT7 (ATR-72),56,3920,70,4200,377
Feb 2013,2013,PG,PG,BKK,"Bangkok, TH","Trat, TH",TDX,,,AT7,AT7 (ATR-72),84,5880,70,5040,233
Feb 2013,2013,PG,PG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,319,319 (A319),52,7488,144,4160,565
Feb 2013,2013,PG,PG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,320,320 (A320),88,14256,162,7040,565
Feb 2013,2013,PG,PG,CNX,"Chiang Mai, TH","Ko Samui, TH",USM,,,319,319 (A319),28,4032,144,2940,1027
Feb 2013,2013,PG,PG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,320,320 (A320),196,31752,162,16660,673
Feb 2013,2013,PG,PG,HKT,"Phuket, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),140,9800,70,7700,249
Feb 2013,2013,PG,PG,HKT,"Phuket, TH","U-Tapao, TH",UTP,,,AT7,AT7 (ATR-72),28,1960,70,2800,586
Feb 2013,2013,PG,PG,KBV,"Krabi, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),28,1960,70,1400,200
Feb 2013,2013,PG,PG,LPT,"Lampang, TH","Bangkok, TH",BKK,,,AT7,AT7 (ATR-72),56,3920,70,5040,497
Feb 2013,2013,PG,PG,TDX,"Trat, TH","Bangkok, TH",BKK,,,AT7,AT7 (ATR-72),84,5880,70,5040,233
Feb 2013,2013,PG,PG,THS,"Sukhothai, TH","Bangkok, TH",BKK,,,AT7,AT7 (ATR-72),56,3920,70,4200,377
Feb 2013,2013,PG,PG,USM,"Ko Samui, TH","Bangkok, TH",BKK,,,319,319 (A319),411,59184,144,26715,465
Feb 2013,2013,PG,PG,USM,"Ko Samui, TH","Bangkok, TH",BKK,,,AT7,AT7 (ATR-72),262,18340,70,23580,465
Feb 2013,2013,PG,PG,USM,"Ko Samui, TH","Krabi, TH",KBV,,,AT7,AT7 (ATR-72),28,1960,70,1540,200
Feb 2013,2013,PG,PG,USM,"Ko Samui, TH","Phuket, TH",HKT,,,AT7,AT7 (ATR-72),140,9800,70,8540,249
Feb 2013,2013,PG,PG,USM,"Ko Samui, TH","U-Tapao, TH",UTP,,,AT7,AT7 (ATR-72),28,1960,70,2100,360
Feb 2013,2013,PG,PG,UTP,"U-Tapao, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),28,1960,70,1960,360
Feb 2013,2013,PG,PG,UTP,"U-Tapao, TH","Phuket, TH",HKT,,,AT7,AT7 (ATR-72),28,1960,70,2800,586
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,320,320 (A320),56,9744,174,3920,565
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,333,333 (A330-300),1,305,305,70,565
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,744,744 (B747-400 Passenger),24,9000,375,1920,565
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,747,747 (B747 Passenger),32,12448,389,2280,565
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,772,772 (B777-200/200ER Passenger),1,309,309,70,565
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,773,773 (B777-300 Passenger),51,19788,388,3820,565
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,777,777 (B777 Passenger),4,1432,358,310,565
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,AB6,AB6 (A300-600 Passenger),111,27417,247,8050,565
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Chiang Rai, TH",CEI,,,AB6,AB6 (A300-600 Passenger),84,20748,247,6720,666
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Hat Yai, TH",HDY,,,333,333 (A330-300),24,7320,305,2040,750
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Hat Yai, TH",HDY,,,734,734 (B737-400),52,7800,150,4680,750
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Hat Yai, TH",HDY,,,AB6,AB6 (A300-600 Passenger),36,8892,247,3080,750
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Khon Kaen, TH",KKC,,,734,734 (B737-400),27,4050,150,1485,367
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Khon Kaen, TH",KKC,,,AB6,AB6 (A300-600 Passenger),85,20995,247,4815,367
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,734,734 (B737-400),56,8400,150,3640,465
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),84,14616,174,6720,649
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,333,333 (A330-300),52,15860,305,4160,649
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,AB6,AB6 (A300-600 Passenger),4,988,247,320,649
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),55,9570,174,4400,673
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,330,330 (A330),28,8372,299,2240,673
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,333,333 (A330-300),25,7625,305,2000,673
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,744,744 (B747-400 Passenger),62,23250,375,5000,673
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,747,747 (B747 Passenger),25,9725,389,2120,673
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,773,773 (B777-300 Passenger),4,1552,388,320,673
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,AB6,AB6 (A300-600 Passenger),81,20007,247,6572,673
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Surat Thani, TH",URT,,,320,320 (A320),56,9744,174,4200,536
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,320,320 (A320),56,9744,174,3640,476
Feb 2013,2013,TG,TG,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),84,14616,174,5460,451
Feb 2013,2013,TG,TG,CEI,"Chiang Rai, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),84,20748,247,6720,666
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,320,320 (A320),56,9744,174,3920,565
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,333,333 (A330-300),1,305,305,70,565
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,744,744 (B747-400 Passenger),24,9000,375,1920,565
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,747,747 (B747 Passenger),32,12448,389,2280,565
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,772,772 (B777-200/200ER Passenger),1,309,309,70,565
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,773,773 (B777-300 Passenger),51,19788,388,3820,565
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,777,777 (B777 Passenger),4,1432,358,310,565
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),111,27417,247,8050,565
Feb 2013,2013,TG,TG,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,320,320 (A320),28,4872,174,3220,1181
Feb 2013,2013,TG,TG,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,333,333 (A330-300),24,7320,305,2040,750
Feb 2013,2013,TG,TG,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,734,734 (B737-400),52,7800,150,4555,750
Feb 2013,2013,TG,TG,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),36,8892,247,3065,750
Feb 2013,2013,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,320,320 (A320),55,9570,174,4675,673
Feb 2013,2013,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,330,330 (A330),28,8372,299,2380,673
Feb 2013,2013,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,333,333 (A330-300),25,7625,305,2125,673
Feb 2013,2013,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,744,744 (B747-400 Passenger),70,26250,375,5990,673
Feb 2013,2013,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,747,747 (B747 Passenger),33,12837,389,2925,673
Feb 2013,2013,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,773,773 (B777-300 Passenger),4,1552,388,340,673
