Travel Month,Travel Year,Op Airline Code,Airline Code,Origin Code,Origin Name,Destination Name,Destination Code,Thru Point Name,Thru Point Code,Equipment Code,Equipment Name,Flights,Seats,Seats/ Dep,Block Mins,Average KMs
Dec 2014,2014,DD,DD,CNX,"Chiang Mai, TH","Udon Thani, TH",UTH,,,738,738 (B737-800 Passenger),31,5859,189,1705,433
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Buriram, TH",BFV,,,ATR,ATR (ATR-42/72),31,2046,66,2015,296
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,738,738 (B737-800 Passenger),372,70308,189,26040,565
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,738,738 (B737-800 Passenger),186,35154,189,13950,666
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Chumphon, TH",CJM,,,DH4,DH4 (DHC-8-400),93,7998,86,6200,380
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,738,738 (B737-800 Passenger),186,35154,189,15810,772
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Khon Kaen, TH",KKC,,,738,738 (B737-800 Passenger),93,17577,189,5270,367
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Krabi, TH",KBV,,,738,738 (B737-800 Passenger),93,17577,189,7440,666
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Lampang, TH",LPT,,,DH4,DH4 (DHC-8-400),62,5332,86,5425,497
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Loei, TH",LOE,,,DH4,DH4 (DHC-8-400),62,5332,86,4960,410
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Mae Sot, TH",MAQ,,,DH4,DH4 (DHC-8-400),93,7998,86,6820,380
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,738,738 (B737-800 Passenger),31,5859,189,2170,579
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,738,738 (B737-800 Passenger),186,35154,189,12865,610
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Nan, TH",NNT,,,ATR,ATR (ATR-42/72),31,2046,66,2945,541
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Nan, TH",NNT,,,DH4,DH4 (DHC-8-400),93,7998,86,8835,541
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,738,738 (B737-800 Passenger),93,17577,189,4495,320
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Phrae, TH",PRH,,,DH4,DH4 (DHC-8-400),31,2666,86,2635,470
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Phuket, TH",HKT,,,738,738 (B737-800 Passenger),155,29295,189,12400,689
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Ranong, TH",UNN,,,ATR,ATR (ATR-42/72),31,2046,66,2945,497
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Ranong, TH",UNN,,,DH4,DH4 (DHC-8-400),31,2666,86,2635,497
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Roi Et, TH",ROI,,,ATR,ATR (ATR-42/72),31,2046,66,2325,418
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Roi Et, TH",ROI,,,DH4,DH4 (DHC-8-400),31,2666,86,2325,418
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Sakon Nakhon, TH",SNO,,,738,738 (B737-800 Passenger),62,11718,189,4340,521
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,738,738 (B737-800 Passenger),155,29295,189,10230,552
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Trang, TH",TST,,,738,738 (B737-800 Passenger),93,17577,189,7440,718
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,738,738 (B737-800 Passenger),217,41013,189,14105,483
Dec 2014,2014,DD,DD,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,738,738 (B737-800 Passenger),248,46872,189,15965,451
Dec 2014,2014,DD,DD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),186,35154,189,15810,772
Dec 2014,2014,DD,DD,HKT,"Phuket, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),155,29295,189,12400,689
Dec 2014,2014,DD,DD,KBV,"Krabi, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),93,17577,189,7440,666
Dec 2014,2014,DD,DD,KKC,"Khon Kaen, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),93,17577,189,4960,367
Dec 2014,2014,DD,DD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),31,5859,189,2170,579
Dec 2014,2014,DD,DD,LOE,"Loei, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),62,5332,86,4650,410
Dec 2014,2014,DD,DD,LPT,"Lampang, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),62,5332,86,5425,497
Dec 2014,2014,DD,DD,MAQ,"Mae Sot, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),93,7998,86,6510,380
Dec 2014,2014,DD,DD,NNT,"Nan, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),31,2046,66,2945,541
Dec 2014,2014,DD,DD,NNT,"Nan, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),93,7998,86,8835,541
Dec 2014,2014,DD,DD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),186,35154,189,13020,610
Dec 2014,2014,DD,DD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),93,17577,189,4495,320
Dec 2014,2014,DD,DD,PRH,"Phrae, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),31,2666,86,2635,470
Dec 2014,2014,DD,DD,ROI,"Roi Et, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),31,2046,66,2325,418
Dec 2014,2014,DD,DD,ROI,"Roi Et, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),31,2666,86,2325,418
Dec 2014,2014,DD,DD,SNO,"Sakon Nakhon, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),62,11718,189,4340,521
Dec 2014,2014,DD,DD,TST,"Trang, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),93,17577,189,7285,718
Dec 2014,2014,DD,DD,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),217,41013,189,13175,483
Dec 2014,2014,DD,DD,UNN,"Ranong, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),31,2046,66,2945,497
Dec 2014,2014,DD,DD,UNN,"Ranong, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),31,2666,86,2790,497
Dec 2014,2014,DD,DD,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),155,29295,189,10540,552
Dec 2014,2014,DD,DD,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),248,46872,189,14880,451
Dec 2014,2014,DD,DD,UTH,"Udon Thani, TH","Chiang Mai, TH",CNX,,,738,738 (B737-800 Passenger),31,5859,189,1705,433
Dec 2014,2014,E8,E8,DMK,"Bangkok, TH","Phuket, TH",HKT,,,734,734 (B737-400),31,4619,149,2325,689
Dec 2014,2014,E8,E8,HKT,"Phuket, TH","Bangkok, TH",DMK,,,734,734 (B737-400),31,4619,149,2409,689
Dec 2014,2014,FD,FD,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,320,320 (A320),155,27900,180,12090,666
Dec 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,320,320 (A320),372,66960,180,28520,565
Dec 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Hat Yai, TH",HDY,,,320,320 (A320),31,5580,180,3255,1320
Dec 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Krabi, TH",KBV,,,320,320 (A320),62,11160,180,7440,1181
Dec 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,320,320 (A320),93,16740,180,11470,1181
Dec 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Surat Thani, TH",URT,,,320,320 (A320),31,5580,180,3410,1067
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,320,320 (A320),372,66960,180,28055,565
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,320,320 (A320),155,27900,180,12090,666
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,320,320 (A320),279,50220,180,23560,772
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Khon Kaen, TH",KKC,,,320,320 (A320),124,22320,180,6510,367
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),248,44640,180,20150,666
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,320,320 (A320),31,5580,180,2325,579
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,320,320 (A320),124,22320,180,9610,610
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Narathiwat, TH",NAW,,,320,320 (A320),31,5580,180,2790,838
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,320,320 (A320),62,11160,180,3410,320
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),372,66960,180,29760,689
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Sakon Nakhon, TH",SNO,,,320,320 (A320),62,11160,180,4185,521
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,320,320 (A320),155,27900,180,11160,552
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Trang, TH",TST,,,320,320 (A320),93,16740,180,7595,718
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,320,320 (A320),62,11160,180,4185,483
Dec 2014,2014,FD,FD,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),62,11160,180,4185,451
Dec 2014,2014,FD,FD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,320,320 (A320),279,50220,180,23405,772
Dec 2014,2014,FD,FD,HDY,"Hat Yai, TH","Chiang Mai, TH",CNX,,,320,320 (A320),31,5580,180,3720,1320
Dec 2014,2014,FD,FD,HKT,"Phuket, TH","Bangkok, TH",DMK,,,320,320 (A320),372,66960,180,30155,689
Dec 2014,2014,FD,FD,HKT,"Phuket, TH","Chiang Mai, TH",CNX,,,320,320 (A320),93,16740,180,10850,1181
Dec 2014,2014,FD,FD,HKT,"Phuket, TH","Udon Thani, TH",UTH,,,320,320 (A320),31,5580,180,3255,1135
Dec 2014,2014,FD,FD,KBV,"Krabi, TH","Bangkok, TH",DMK,,,320,320 (A320),248,44640,180,18910,666
Dec 2014,2014,FD,FD,KBV,"Krabi, TH","Chiang Mai, TH",CNX,,,320,320 (A320),62,11160,180,6975,1181
Dec 2014,2014,FD,FD,KKC,"Khon Kaen, TH","Bangkok, TH",DMK,,,320,320 (A320),124,22320,180,6355,367
Dec 2014,2014,FD,FD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,320,320 (A320),31,5580,180,2325,579
Dec 2014,2014,FD,FD,NAW,"Narathiwat, TH","Bangkok, TH",DMK,,,320,320 (A320),31,5580,180,2790,838
Dec 2014,2014,FD,FD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,320,320 (A320),124,22320,180,9455,610
Dec 2014,2014,FD,FD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,320,320 (A320),62,11160,180,3565,320
Dec 2014,2014,FD,FD,SNO,"Sakon Nakhon, TH","Bangkok, TH",DMK,,,320,320 (A320),62,11160,180,4805,521
Dec 2014,2014,FD,FD,TST,"Trang, TH","Bangkok, TH",DMK,,,320,320 (A320),93,16740,180,7595,718
Dec 2014,2014,FD,FD,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,320,320 (A320),62,11160,180,4030,483
Dec 2014,2014,FD,FD,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,320,320 (A320),155,27900,180,11005,552
Dec 2014,2014,FD,FD,URT,"Surat Thani, TH","Chiang Mai, TH",CNX,,,320,320 (A320),31,5580,180,3565,1067
Dec 2014,2014,FD,FD,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,320,320 (A320),62,11160,180,3720,451
Dec 2014,2014,FD,FD,UTH,"Udon Thani, TH","Phuket, TH",HKT,,,320,320 (A320),31,5580,180,3410,1135
Dec 2014,2014,K8,K8,CEI,"Chiang Rai, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),9,108,12,315,153
Dec 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Chiang Rai, TH",CEI,,,CNC,CNC (Cessna),9,108,12,315,153
Dec 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Hua Hin, TH",HHQ,,,CNC,CNC (Cessna),8,96,12,720,687
Dec 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Khon Kaen, TH",KKC,,,CNC,CNC (Cessna),4,48,12,400,480
Dec 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Mae Hong Son, TH",HGN,,,CNC,CNC (Cessna),102,1224,12,3570,119
Dec 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Nan, TH",NNT,,,CNC,CNC (Cessna),8,96,12,360,192
Dec 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Pai, TH",PYY,,,CNC,CNC (Cessna),12,144,12,300,87
Dec 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Phitsanulok, TH",PHS,,,CNC,CNC (Cessna),18,216,12,1080,259
Dec 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Ubon Ratchathani, TH",UBP,,,CNC,CNC (Cessna),8,96,12,720,740
Dec 2014,2014,K8,K8,DMK,"Bangkok, TH","Mae Sot, TH",MAQ,,,CNC,CNC (Cessna),5,60,12,300,380
Dec 2014,2014,K8,K8,HGN,"Mae Hong Son, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),102,1224,12,3570,119
Dec 2014,2014,K8,K8,HHQ,"Hua Hin, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),8,96,12,720,687
Dec 2014,2014,K8,K8,KKC,"Khon Kaen, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),4,48,12,400,480
Dec 2014,2014,K8,K8,MAQ,"Mae Sot, TH","Bangkok, TH",DMK,,,CNC,CNC (Cessna),5,60,12,300,380
Dec 2014,2014,K8,K8,NNT,"Nan, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),8,96,12,360,192
Dec 2014,2014,K8,K8,PHS,"Phitsanulok, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),18,216,12,1080,259
Dec 2014,2014,K8,K8,PYY,"Pai, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),12,144,12,300,87
Dec 2014,2014,K8,K8,UBP,"Ubon Ratchathani, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),8,96,12,720,740
Dec 2014,2014,OX,OX,DMK,"Bangkok, TH","Phuket, TH",HKT,,,737,737 (B737 Passenger),31,3782,122,2480,689
Dec 2014,2014,OX,OX,HKT,"Phuket, TH","Bangkok, TH",DMK,,,737,737 (B737 Passenger),31,3782,122,2635,689
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,319,319 (A319),61,8610,141.1,4575,565
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,320,320 (A320),151,24462,162,11325,565
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Chiang Rai, TH",CEI,,,319,319 (A319),11,1548,140.7,880,666
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Chiang Rai, TH",CEI,,,320,320 (A320),56,9072,162,4480,666
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,319,319 (A319),415,56088,135.2,26820,465
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),204,14280,70,18360,465
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,319,319 (A319),6,828,138,510,649
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),118,19116,162,10030,649
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Lampang, TH",LPT,,,AT7,AT7 (ATR-72),74,5180,70,6660,497
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Lampang, TH",LPT,,,ATR,ATR (ATR-42/72),10,562,56.2,900,497
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,319,319 (A319),20,2760,138,1700,673
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),228,36936,162,19380,673
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Sukhothai, TH",THS,,,AT7,AT7 (ATR-72),46,3220,70,3450,377
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Sukhothai, TH",THS,,,ATR,ATR (ATR-42/72),16,1028,64.3,1200,377
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Trat, TH",TDX,,,AT7,AT7 (ATR-72),50,3500,70,3000,233
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Trat, TH",TDX,,,ATR,ATR (ATR-42/72),42,2618,62.3,2520,233
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,319,319 (A319),38,5304,139.6,2470,451
Dec 2014,2014,PG,PG,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),47,7614,162,3055,451
Dec 2014,2014,PG,PG,CEI,"Chiang Rai, TH","Bangkok, TH",BKK,,,319,319 (A319),11,1548,140.7,880,666
Dec 2014,2014,PG,PG,CEI,"Chiang Rai, TH","Bangkok, TH",BKK,,,320,320 (A320),56,9072,162,4480,666
Dec 2014,2014,PG,PG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,319,319 (A319),61,8610,141.1,4880,565
Dec 2014,2014,PG,PG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,320,320 (A320),151,24462,162,12080,565
Dec 2014,2014,PG,PG,CNX,"Chiang Mai, TH","Ko Samui, TH",USM,,,319,319 (A319),31,4464,144,3255,1027
Dec 2014,2014,PG,PG,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,320,320 (A320),31,5022,162,3875,1181
Dec 2014,2014,PG,PG,CNX,"Chiang Mai, TH","Udon Thani, TH",UTH,,,AT7,AT7 (ATR-72),62,4340,70,5270,433
Dec 2014,2014,PG,PG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,319,319 (A319),20,2760,138,1700,673
Dec 2014,2014,PG,PG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,320,320 (A320),228,36936,162,19380,673
Dec 2014,2014,PG,PG,HKT,"Phuket, TH","Chiang Mai, TH",CNX,,,320,320 (A320),31,5022,162,4030,1181
Dec 2014,2014,PG,PG,HKT,"Phuket, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),142,9940,70,7810,249
Dec 2014,2014,PG,PG,HKT,"Phuket, TH","U-Tapao, TH",UTP,,,AT7,AT7 (ATR-72),31,2170,70,3100,586
Dec 2014,2014,PG,PG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,319,319 (A319),7,966,138,595,649
Dec 2014,2014,PG,PG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,320,320 (A320),117,18954,162,9945,649
Dec 2014,2014,PG,PG,KBV,"Krabi, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),31,2170,70,1550,200
Dec 2014,2014,PG,PG,LPT,"Lampang, TH","Bangkok, TH",BKK,,,AT7,AT7 (ATR-72),74,5180,70,6660,497
Dec 2014,2014,PG,PG,LPT,"Lampang, TH","Bangkok, TH",BKK,,,ATR,ATR (ATR-42/72),10,562,56.2,900,497
Dec 2014,2014,PG,PG,TDX,"Trat, TH","Bangkok, TH",BKK,,,AT7,AT7 (ATR-72),50,3500,70,3000,233
Dec 2014,2014,PG,PG,TDX,"Trat, TH","Bangkok, TH",BKK,,,ATR,ATR (ATR-42/72),42,2618,62.3,2520,233
Dec 2014,2014,PG,PG,THS,"Sukhothai, TH","Bangkok, TH",BKK,,,AT7,AT7 (ATR-72),46,3220,70,3450,377
Dec 2014,2014,PG,PG,THS,"Sukhothai, TH","Bangkok, TH",BKK,,,ATR,ATR (ATR-42/72),16,1028,64.3,1200,377
Dec 2014,2014,PG,PG,USM,"Ko Samui, TH","Bangkok, TH",BKK,,,319,319 (A319),414,55200,133.3,26910,465
Dec 2014,2014,PG,PG,USM,"Ko Samui, TH","Bangkok, TH",BKK,,,AT7,AT7 (ATR-72),205,14350,70,18450,465
Dec 2014,2014,PG,PG,USM,"Ko Samui, TH","Chiang Mai, TH",CNX,,,319,319 (A319),31,4464,144,3410,1027
Dec 2014,2014,PG,PG,USM,"Ko Samui, TH","Krabi, TH",KBV,,,AT7,AT7 (ATR-72),31,2170,70,1705,200
Dec 2014,2014,PG,PG,USM,"Ko Samui, TH","Phuket, TH",HKT,,,AT7,AT7 (ATR-72),142,9940,70,8520,249
Dec 2014,2014,PG,PG,USM,"Ko Samui, TH","U-Tapao, TH",UTP,,,AT7,AT7 (ATR-72),31,2170,70,2325,360
Dec 2014,2014,PG,PG,UTH,"Udon Thani, TH","Bangkok, TH",BKK,,,319,319 (A319),38,5304,139.6,2470,451
Dec 2014,2014,PG,PG,UTH,"Udon Thani, TH","Bangkok, TH",BKK,,,320,320 (A320),47,7614,162,3055,451
Dec 2014,2014,PG,PG,UTH,"Udon Thani, TH","Chiang Mai, TH",CNX,,,AT7,AT7 (ATR-72),62,4340,70,5270,433
Dec 2014,2014,PG,PG,UTP,"U-Tapao, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),31,2170,70,2170,360
Dec 2014,2014,PG,PG,UTP,"U-Tapao, TH","Phuket, TH",HKT,,,AT7,AT7 (ATR-72),31,2170,70,3100,586
Dec 2014,2014,SL,SL,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),217,46655,215,16740,565
Dec 2014,2014,SL,SL,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,739,739 (B737-900 Passenger),217,46655,215,16120,565
Dec 2014,2014,SL,SL,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,739,739 (B737-900 Passenger),218,46870,215,20075,772
Dec 2014,2014,SL,SL,DMK,"Bangkok, TH","Krabi, TH",KBV,,,739,739 (B737-900 Passenger),31,6665,215,3410,666
Dec 2014,2014,SL,SL,DMK,"Bangkok, TH","Phuket, TH",HKT,,,739,739 (B737-900 Passenger),31,6665,215,3720,689
Dec 2014,2014,SL,SL,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,739,739 (B737-900 Passenger),62,13330,215,4495,552
Dec 2014,2014,SL,SL,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,739,739 (B737-900 Passenger),79,16985,215,5065,451
Dec 2014,2014,SL,SL,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),217,46655,215,19290,772
Dec 2014,2014,SL,SL,HDY,"Hat Yai, TH","Udon Thani, TH",UTH,,,739,739 (B737-900 Passenger),14,3010,215,1820,1186
Dec 2014,2014,SL,SL,HKT,"Phuket, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),31,6665,215,2635,689
Dec 2014,2014,SL,SL,KBV,"Krabi, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),31,6665,215,2790,666
Dec 2014,2014,SL,SL,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),62,13330,215,4340,552
Dec 2014,2014,SL,SL,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),79,16985,215,4430,451
Dec 2014,2014,SL,SL,UTH,"Udon Thani, TH","Hat Yai, TH",HDY,,,739,739 (B737-900 Passenger),14,3010,215,2030,1186
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,330,330 (A330),35,10465,299,2470,565
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,333,333 (A330-300),95,28975,305,6760,565
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,773,773 (B777-300 Passenger),71,25812,363.5,5320,565
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,777,777 (B777 Passenger),16,4944,309,1260,565
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Chiang Rai, TH",CEI,,,320,320 (A320),16,2784,174,1280,666
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Hat Yai, TH",HDY,,,320,320 (A320),16,2784,174,1360,750
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Hat Yai, TH",HDY,,,330,330 (A330),4,1196,299,340,750
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Hat Yai, TH",HDY,,,333,333 (A330-300),27,8235,305,2295,750
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Khon Kaen, TH",KKC,,,330,330 (A330),3,897,299,180,367
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Khon Kaen, TH",KKC,,,333,333 (A330-300),30,9150,305,1790,367
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Khon Kaen, TH",KKC,,,734,734 (B737-400),29,4321,149,1595,367
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,734,734 (B737-400),62,9238,149,4030,465
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,330,330 (A330),3,897,299,240,649
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,333,333 (A330-300),59,17995,305,4720,649
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,330,330 (A330),40,11960,299,3203,673
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,333,333 (A330-300),66,20130,305,5326,673
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,734,734 (B737-400),31,4619,149,2480,673
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,744,744 (B747-400 Passenger),5,1875,375,425,673
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,747,747 (B747 Passenger),4,1496,374,335,673
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,773,773 (B777-300 Passenger),98,35672,364,7995,673
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,777,777 (B777 Passenger),35,10781,308,2835,673
Dec 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,787,787 (B787),2,528,264,170,673
