"TravelMonth","Op Airline Code","Origin Code","Destination Code","Flights","Seats","Seats/ Dep","Block Mins","Average KMs"
"May2015","PG","BKK","TDX","93.0","6510.0","70.0","5580.0","233.0"
"May2015","PG","BKK","UTH","62.0","9300.0","150.0","4030.0","451.0"
"May2015","PG","CEI","BKK","62.0","9486.0","153.0","4960.0","666.0"
"May2015","PG","CNX","BKK","186.0","30048.0","161.5483870967742","14880.0","565.0"
"May2015","PG","CNX","USM","31","4464","144.0","3255","1027.0"
"May2015","PG","CNX","HKT","31","5022","162.0","3875","1181.0"
"May2015","PG","CNX","UTH","62","4340","70.0","5270","433.0"
"May2015","PG","HKT","BKK","248","40176","162.0","21080","673.0"
"May2015","PG","HKT","CNX","31","5022","162.0","3875","1181.0"
"May2015","PG","HKT","USM","124.0","8680.0","70.0","6820.0","249.0"
"May2015","PG","HKT","UTP","31","2170","70.0","2945","586.0"
"May2015","PG","KBV","BKK","124.0","20004.0","161.32258064516128","10540.0","649.0"
"May2015","PG","KBV","USM","31","2170","70.0","1550","200.0"
"May2015","PG","LPT","BKK","93.0","6510.0","70.0","8370.0","497.0"
"May2015","PG","TDX","BKK","93.0","6510.0","70.0","5580.0","233.0"
"May2015","PG","THS","BKK","62.0","4340.0","70.0","4650.0","377.0"
"May2015","PG","USM","BKK","538.0","67172.0","124.85501858736059","37495.0","465.0"
"May2015","PG","USM","CNX","31","4464","144.0","3410","1027.0"
"May2015","PG","USM","KBV","31","2170","70.0","1705","200.0"
"May2015","PG","USM","HKT","124.0","8680.0","70.0","7440.0","249.0"
"May2015","PG","USM","UTP","31","2170","70.0","2480","360.0"
"May2015","PG","UTH","BKK","62.0","9300.0","150.0","4030.0","451.0"
"May2015","PG","UTH","CNX","62","4340","70.0","5270","433.0"
"May2015","PG","UTP","USM","31","2170","70.0","2170","360.0"
"May2015","PG","UTP","HKT","31","2170","70.0","3100","586.0"
"May2015","SL","CEI","DMK","93","19995","215.0","7440","666.0"
"May2015","SL","CNX","DMK","269","57835","215.0","20490","565.0"
"May2015","SL","DMK","CNX","269","57835","215.0","21265","565.0"
"May2015","SL","DMK","CEI","93","19995","215.0","7750","666.0"
"May2015","SL","DMK","HDY","245","52675","215.0","21885","772.0"
"May2015","SL","DMK","KBV","124","26660","215.0","10385","666.0"
"May2015","SL","DMK","HKT","62","13330","215.0","5315","689.0"
"May2015","SL","DMK","URT","101","21715","215.0","7330","552.0"
"May2015","SL","DMK","UTH","145","31175","215.0","9920","451.0"
"May2015","SL","HDY","DMK","245","52675","215.0","21880","772.0"
"May2015","SL","HDY","UTH","23","4945","215.0","2990","1186.0"
"May2015","SL","HKT","DMK","62","13330","215.0","5330","689.0"
"May2015","SL","KBV","DMK","124","26660","215.0","10385","666.0"
"May2015","SL","URT","DMK","101","21715","215.0","6985","552.0"
"May2015","SL","UTH","DMK","145","31175","215.0","9825","451.0"
"May2015","SL","UTH","HDY","23","4945","215.0","3285","1186.0"
"May2015","TG","BKK","CNX","159.0","45857.0","288.40880503144655","11595.0","565.0"
"May2015","TG","BKK","HDY","8.0","1916.0","239.5","680.0","750.0"
"May2015","TG","BKK","KKC","13.0","2917.0","224.3846153846154","715.0","367.0"
"May2015","TG","BKK","USM","62","9238","149.0","4030","465.0"
"May2015","TG","BKK","KBV","93.0","20731.0","222.91397849462365","7440.0","649.0"
"May2015","TG","BKK","HKT","217.0","69762.0","321.48387096774195","17794.0","673.0"
"May2015","TG","CNX","BKK","160.0","46031.0","287.69375","11820.0","565.0"
"May2015","TG","HDY","BKK","8.0","1916.0","239.5","680.0","750.0"
"May2015","TG","HKT","BKK","217.0","69762.0","321.48387096774195","18910.0","673.0"
"May2015","TG","KBV","BKK","93.0","20731.0","222.91397849462365","7440.0","649.0"
"May2015","TG","KKC","BKK","13.0","2917.0","224.3846153846154","820.0","367.0"
"May2015","TG","USM","BKK","62","9238","149.0","4030","465.0"
"May2015","WE","BKK","CNX","54","9072","168.0","3780","565.0"
"May2015","WE","BKK","CEI","108.0","18144.0","168.0","8640.0","666.0"
"May2015","WE","BKK","HDY","151","25368","168.0","12835","750.0"
"May2015","WE","BKK","KKC","81","13608","168.0","4455","367.0"
"May2015","WE","BKK","KBV","31","5208","168.0","2480","649.0"
"May2015","WE","BKK","NAW","31","5208","168.0","2945","814.0"
"May2015","WE","BKK","HKT","93","15624","168.0","7440","673.0"
"May2015","WE","BKK","URT","62.0","10416.0","168.0","4650.0","536.0"
"May2015","WE","BKK","UBP","93","15624","168.0","6045","476.0"
"May2015","WE","BKK","UTH","124","20832","168.0","8060","451.0"
"May2015","WE","CEI","BKK","108.0","18144.0","168.0","8640.0","666.0"
"May2015","WE","CNX","BKK","53","8904","168.0","3710","565.0"
"May2015","WE","CNX","DMK","124","20832","168.0","9300","565.0"
"May2015","WE","CNX","HKT","31","5208","168.0","3565","1181.0"
"May2015","WE","DMK","CNX","155","26040","168.0","11625","565.0"
"May2015","WE","DMK","KKC","93","15624","168.0","5115","367.0"
"May2015","WE","DMK","HKT","93","15624","168.0","7440","689.0"
"May2015","WE","HDY","BKK","151","25368","168.0","12835","750.0"
"May2015","WE","HKT","BKK","93","15624","168.0","7905","673.0"
"May2015","WE","HKT","DMK","124","20832","168.0","10540","689.0"
"May2015","WE","KBV","BKK","31","5208","168.0","2480","649.0"
"May2015","WE","KKC","BKK","81","13608","168.0","5265","367.0"
"May2015","WE","KKC","DMK","93","15624","168.0","5115","367.0"
"May2015","WE","NAW","BKK","31","5208","168.0","2945","814.0"
"May2015","WE","UBP","BKK","93","15624","168.0","6045","476.0"
"May2015","WE","URT","BKK","62.0","10416.0","168.0","4340.0","536.0"
"May2015","WE","UTH","BKK","124","20832","168.0","7440","451.0"
"Jun2015","DD","BFV","DMK","30","1980","66.0","1950","296.0"
"Jun2015","DD","CEI","DMK","97","18333","189.0","7275","666.0"
"Jun2015","DD","CJM","DMK","60.0","4560.0","76.0","4050.0","380.0"
"Jun2015","DD","CNX","DMK","217","41013","189.0","14105","565.0"
"Jun2015","DD","CNX","UTH","30","5670","189.0","1800","433.0"
"Jun2015","DD","DMK","BFV","30","1980","66.0","1950","296.0"
"Jun2015","DD","DMK","CNX","217","41013","189.0","15190","565.0"
"Jun2015","DD","DMK","CEI","97","18333","189.0","7275","666.0"
"Jun2015","DD","DMK","CJM","60.0","4560.0","76.0","3900.0","380.0"
"Jun2015","DD","DMK","HDY","187","35343","189.0","15895","772.0"
"Jun2015","DD","DMK","KKC","90","17010","189.0","4800","367.0"
"Jun2015","DD","DMK","KBV","67","12663","189.0","5395","666.0"
"Jun2015","DD","DMK","LPT","90","7740","86.0","7985","497.0"
"Jun2015","DD","DMK","LOE","60.0","6602.0","110.03333333333333","4130.0","410.0"
"Jun2015","DD","DMK","MAQ","76.0","6356.0","83.63157894736842","5320.0","380.0"
"Jun2015","DD","DMK","KOP","30","5670","189.0","2100","579.0"
"Jun2015","DD","DMK","NST","157","29673","189.0","10990","610.0"
"Jun2015","DD","DMK","NNT","117.0","8862.0","75.74358974358974","10125.0","541.0"
"Jun2015","DD","DMK","PHS","90","17010","189.0","4500","320.0"
"Jun2015","DD","DMK","PRH","30","2580","86.0","2550","470.0"
"Jun2015","DD","DMK","HKT","150","28350","189.0","12000","689.0"
"Jun2015","DD","DMK","UNN","60.0","5020.0","83.66666666666667","5400.0","497.0"
"Jun2015","DD","DMK","ROI","77.0","6022.0","78.20779220779221","5605.0","418.0"
"Jun2015","DD","DMK","SNO","90.0","14641.0","162.67777777777778","6530.0","521.0"
"Jun2015","DD","DMK","URT","127","24003","189.0","8890","552.0"
"Jun2015","DD","DMK","TST","90","17010","189.0","6900","718.0"
"Jun2015","DD","DMK","UBP","210","39690","189.0","13500","483.0"
"Jun2015","DD","DMK","UTH","194","36666","189.0","12240","451.0"
"Jun2015","DD","HDY","DMK","187","35343","189.0","15895","772.0"
"Jun2015","DD","HKT","DMK","150","28350","189.0","12150","689.0"
"Jun2015","DD","KBV","DMK","67","12663","189.0","5290","666.0"
"Jun2015","DD","KKC","DMK","90","17010","189.0","4650","367.0"
"Jun2015","DD","KOP","DMK","30","5670","189.0","2100","579.0"
"Jun2015","DD","LOE","DMK","60.0","6602.0","110.03333333333333","4130.0","410.0"
"Jun2015","DD","LPT","DMK","90","7740","86.0","8100","497.0"
"Jun2015","DD","MAQ","DMK","76.0","6356.0","83.63157894736842","5020.0","380.0"
"Jun2015","DD","NNT","DMK","117.0","8862.0","75.74358974358974","10125.0","541.0"
"Jun2015","DD","NST","DMK","157","29673","189.0","10990","610.0"
"Jun2015","DD","PHS","DMK","90","17010","189.0","4500","320.0"
"Jun2015","DD","PRH","DMK","30","2580","86.0","2550","470.0"
"Jun2015","DD","ROI","DMK","77.0","6022.0","78.20779220779221","5520.0","418.0"
"Jun2015","DD","SNO","DMK","90.0","14641.0","162.67777777777778","6415.0","521.0"
"Jun2015","DD","TST","DMK","90","17010","189.0","7130","718.0"
"Jun2015","DD","UBP","DMK","210","39690","189.0","12600","483.0"
"Jun2015","DD","UNN","DMK","60.0","5020.0","83.66666666666667","5400.0","497.0"
"Jun2015","DD","URT","DMK","127","24003","189.0","8890","552.0"
"Jun2015","DD","UTH","DMK","194","36666","189.0","11455","451.0"
"Jun2015","DD","UTH","CNX","30","5670","189.0","1800","433.0"
"Jun2015","FD","BFV","DMK","30","5400","180.0","1650","296.0"
"Jun2015","FD","CEI","DMK","120","21600","180.0","10350","666.0"
"Jun2015","FD","CNX","DMK","300","54000","180.0","22800","565.0"
"Jun2015","FD","CNX","HDY","30","5400","180.0","3600","1320.0"
"Jun2015","FD","CNX","KBV","60","10800","180.0","7050","1181.0"
"Jun2015","FD","CNX","HKT","90","16200","180.0","11100","1181.0"
"Jun2015","FD","CNX","URT","30","5400","180.0","3300","1067.0"
"Jun2015","FD","DMK","BFV","30","5400","180.0","1650","296.0"
"Jun2015","FD","DMK","CNX","300","54000","180.0","22500","565.0"
"Jun2015","FD","DMK","CEI","120","21600","180.0","9000","666.0"
"Jun2015","FD","DMK","HDY","242","43560","180.0","19370","772.0"
"Jun2015","FD","DMK","KKC","120","21600","180.0","6600","367.0"
"Jun2015","FD","DMK","KBV","152","27360","180.0","11690","666.0"
"Jun2015","FD","DMK","LOE","34","6120","180.0","2060","410.0"
"Jun2015","FD","DMK","KOP","60","10800","180.0","4350","579.0"
"Jun2015","FD","DMK","NST","120","21600","180.0","8100","610.0"
"Jun2015","FD","DMK","NNT","60","10800","180.0","3900","541.0"
"Jun2015","FD","DMK","NAW","30","5400","180.0","2700","838.0"
"Jun2015","FD","DMK","PHS","60","10800","180.0","3300","320.0"
"Jun2015","FD","DMK","HKT","420","75600","180.0","33685","689.0"
"Jun2015","FD","DMK","ROI","60","10800","180.0","4200","418.0"
"Jun2015","FD","DMK","SNO","60","10800","180.0","4200","521.0"
"Jun2015","FD","DMK","URT","150","27000","180.0","10350","552.0"
"Jun2015","FD","DMK","TST","60","10800","180.0","4650","718.0"
"Jun2015","FD","DMK","UBP","60","10800","180.0","3750","483.0"
"Jun2015","FD","DMK","UTH","60","10800","180.0","3690","451.0"
"Jun2015","FD","HDY","DMK","242","43560","180.0","20570","772.0"
"Jun2015","FD","HDY","CNX","30","5400","180.0","3750","1320.0"
"Jun2015","FD","HKT","DMK","420","75600","180.0","34200","689.0"
"Jun2015","FD","HKT","CNX","90","16200","180.0","10650","1181.0"
"Jun2015","FD","HKT","UTH","30","5400","180.0","3000","1135.0"
"Jun2015","FD","KBV","DMK","152","27360","180.0","11860","666.0"
"Jun2015","FD","KBV","CNX","60","10800","180.0","6900","1181.0"
"Jun2015","FD","KKC","DMK","120","21600","180.0","6600","367.0"
"Jun2015","FD","KOP","DMK","60","10800","180.0","4200","579.0"
"Jun2015","FD","LOE","DMK","34","6120","180.0","1930","410.0"
"Jun2015","FD","NAW","DMK","30","5400","180.0","2700","838.0"
"Jun2015","FD","NNT","DMK","60","10800","180.0","3900","541.0"
"Jun2015","FD","NST","DMK","120","21600","180.0","8550","610.0"
"Jun2015","FD","PHS","DMK","60","10800","180.0","3300","320.0"
"Jun2015","FD","ROI","DMK","60","10800","180.0","3750","418.0"
"Jun2015","FD","SNO","DMK","60","10800","180.0","4350","521.0"
"Jun2015","FD","TST","DMK","60","10800","180.0","4350","718.0"
"Jun2015","FD","UBP","DMK","60","10800","180.0","3900","483.0"
"Jun2015","FD","URT","DMK","150","27000","180.0","10350","552.0"
"Jun2015","FD","URT","CNX","30","5400","180.0","3150","1067.0"
"Jun2015","FD","UTH","DMK","60","10800","180.0","3690","451.0"
"Jun2015","FD","UTH","HKT","30","5400","180.0","3300","1135.0"
"Jun2015","K8","CEI","CNX","5","50","10.0","175","153.0"
"Jun2015","K8","CNX","CEI","5","50","10.0","175","153.0"
"Jun2015","K8","CNX","HHQ","13","130","10.0","1560","687.0"
"Jun2015","K8","CNX","KKC","30","300","10.0","2400","480.0"
"Jun2015","K8","CNX","HGN","90","900","10.0","3000","119.0"
"Jun2015","K8","CNX","MAQ","8","80","10.0","480","196.0"
"Jun2015","K8","CNX","NAK","13","130","10.0","1170","539.0"
"Jun2015","K8","CNX","NNT","8","80","10.0","360","192.0"
"Jun2015","K8","CNX","PYY","12","120","10.0","300","87.0"
"Jun2015","K8","CNX","PHS","17","170","10.0","1020","259.0"
"Jun2015","K8","CNX","UTP","13","130","10.0","1300","708.0"
"Jun2015","K8","CNX","UBP","30","300","10.0","3300","740.0"
"Jun2015","K8","DMK","MAQ","17","170","10.0","1105","380.0"
"Jun2015","K8","DMK","UTP","17","170","10.0","595","143.0"
"Jun2015","K8","HDY","HHQ","13","130","10.0","1430","632.0"
"Jun2015","K8","HGN","CNX","90","900","10.0","3000","119.0"
"Jun2015","K8","HHQ","CNX","13","130","10.0","1560","687.0"
"Jun2015","K8","HHQ","UTP","17","170","10.0","510","114.0"
"Jun2015","K8","KKC","CNX","30","300","10.0","2400","480.0"
"Jun2015","K8","KKC","UTP","13","130","10.0","1105","460.0"
"Jun2015","K8","MAQ","DMK","17","170","10.0","1105","380.0"
"Jun2015","K8","MAQ","CNX","8","80","10.0","480","196.0"
"Jun2015","K8","NAK","CNX","13","130","10.0","1235","539.0"
"Jun2015","K8","NNT","CNX","8","80","10.0","360","192.0"
"Jun2015","K8","PHS","CNX","17","170","10.0","1020","259.0"
"Jun2015","K8","PYY","CNX","12","120","10.0","300","87.0"
"Jun2015","K8","UBP","CNX","30","300","10.0","3300","740.0"
"Jun2015","K8","UBP","UTP","17","170","10.0","1615","505.0"
"Jun2015","K8","UTH","UTP","17","170","10.0","1615","555.0"
"Jun2015","K8","UTP","DMK","17","170","10.0","595","143.0"
"Jun2015","K8","UTP","CNX","13","130","10.0","1300","708.0"
"Jun2015","K8","UTP","HDY","13","130","10.0","1430","639.0"
"Jun2015","K8","UTP","HHQ","17","170","10.0","510","114.0"
"Jun2015","K8","UTP","KKC","13","130","10.0","1105","460.0"
"Jun2015","K8","UTP","UBP","17","170","10.0","1615","505.0"
"Jun2015","K8","UTP","UTH","17","170","10.0","1615","555.0"
"Jun2015","OX","DMK","HKT","8","976","122.0","640","689.0"
"Jun2015","OX","HKT","DMK","8","976","122.0","640","689.0"
"Jun2015","PG","BKK","CNX","180","29160","162.0","13650","565.0"
"Jun2015","PG","BKK","CEI","60.0","8946.0","149.1","4800.0","666.0"
"Jun2015","PG","BKK","USM","531.0","66696.0","125.6045197740113","36840.0","465.0"
"Jun2015","PG","BKK","KBV","120","19440","162.0","10200","649.0"
"Jun2015","PG","BKK","LPT","90.0","6300.0","70.0","8100.0","497.0"
"Jun2015","PG","BKK","HKT","240","38880","162.0","20400","673.0"
"Jun2015","PG","BKK","THS","60.0","4200.0","70.0","4500.0","377.0"
"Jun2015","PG","BKK","TDX","90.0","6300.0","70.0","5400.0","233.0"
"Jun2015","PG","BKK","UTH","60.0","9000.0","150.0","3900.0","451.0"
"Jun2015","PG","CEI","BKK","60.0","8946.0","149.1","4800.0","666.0"
"Jun2015","PG","CNX","BKK","180","29160","162.0","14400","565.0"
"Jun2015","PG","CNX","USM","30","4320","144.0","3150","1027.0"
"Jun2015","PG","CNX","HKT","30","4860","162.0","3750","1181.0"
"Jun2015","PG","CNX","UTH","60","4200","70.0","5100","433.0"
"Jun2015","PG","HKT","BKK","240","38880","162.0","20400","673.0"
"Jun2015","PG","HKT","CNX","30","4860","162.0","3750","1181.0"
"Jun2015","PG","HKT","USM","120.0","8400.0","70.0","6600.0","249.0"
"Jun2015","PG","HKT","UTP","30","2100","70.0","2850","586.0"
"Jun2015","PG","KBV","BKK","120","19440","162.0","10200","649.0"
"Jun2015","PG","KBV","USM","30","2100","70.0","1500","200.0"
"Jun2015","PG","LPT","BKK","90.0","6300.0","70.0","8100.0","497.0"
"Jun2015","PG","TDX","BKK","90.0","6300.0","70.0","5400.0","233.0"
"Jun2015","PG","THS","BKK","60.0","4200.0","70.0","4500.0","377.0"
"Jun2015","PG","USM","BKK","531.0","66702.0","125.61581920903954","36990.0","465.0"
"Jun2015","PG","USM","CNX","30","4320","144.0","3300","1027.0"
"Jun2015","PG","USM","KBV","30","2100","70.0","1650","200.0"
"Jun2015","PG","USM","HKT","120.0","8400.0","70.0","7200.0","249.0"
"Jun2015","PG","USM","UTP","30","2100","70.0","2400","360.0"
"Jun2015","PG","UTH","BKK","60.0","9000.0","150.0","3900.0","451.0"
"Jun2015","PG","UTH","CNX","60","4200","70.0","5100","433.0"
"Jun2015","PG","UTP","USM","30","2100","70.0","2100","360.0"
"Jun2015","PG","UTP","HKT","30","2100","70.0","3000","586.0"
"Jun2015","SL","CEI","DMK","90","19350","215.0","7200","666.0"
"Jun2015","SL","CNX","DMK","262","56330","215.0","19980","565.0"
"Jun2015","SL","DMK","CNX","262","56330","215.0","20730","565.0"
"Jun2015","SL","DMK","CEI","90","19350","215.0","7500","666.0"
"Jun2015","SL","DMK","HDY","235","50525","215.0","20940","772.0"
"Jun2015","SL","DMK","KBV","120","25800","215.0","10050","666.0"
"Jun2015","SL","DMK","HKT","60","12900","215.0","5145","689.0"
"Jun2015","SL","DMK","URT","99","21285","215.0","7190","552.0"
"Jun2015","SL","DMK","UTH","142","30530","215.0","9640","451.0"
"Jun2015","SL","HDY","DMK","235","50525","215.0","20975","772.0"
"Jun2015","SL","HDY","UTH","21","4515","215.0","2730","1186.0"
"Jun2015","SL","HKT","DMK","60","12900","215.0","5175","689.0"
"Jun2015","SL","KBV","DMK","120","25800","215.0","10050","666.0"
"Jun2015","SL","URT","DMK","99","21285","215.0","7080","552.0"
"Jun2015","SL","UTH","DMK","142","30530","215.0","9615","451.0"
"Jun2015","SL","UTH","HDY","21","4515","215.0","3005","1186.0"
"Jun2015","TG","BKK","CNX","150.0","42925.0","286.1666666666667","10950.0","565.0"
"Jun2015","TG","BKK","USM","60","8940","149.0","3900","465.0"
"Jun2015","TG","BKK","KBV","90.0","19554.0","217.26666666666668","7200.0","649.0"
"Jun2015","TG","BKK","HKT","210.0","63313.0","301.4904761904762","17220.0","673.0"
"Jun2015","TG","CNX","BKK","150.0","42925.0","286.1666666666667","11100.0","565.0"
"Jun2015","TG","HKT","BKK","210.0","63448.0","302.1333333333333","18300.0","673.0"
"Jun2015","TG","KBV","BKK","90.0","19554.0","217.26666666666668","7200.0","649.0"
"Jun2015","TG","USM","BKK","60","8940","149.0","3900","465.0"
"Jun2015","WE","BKK","CNX","60","10080","168.0","4200","565.0"
"Jun2015","WE","BKK","CEI","90.0","15120.0","168.0","7200.0","666.0"
"Jun2015","WE","BKK","HDY","150","25200","168.0","12750","750.0"
"Jun2015","WE","BKK","KKC","90","15120","168.0","4950","367.0"
"Jun2015","WE","BKK","KBV","30","5040","168.0","2400","649.0"
"Jun2015","WE","BKK","NAW","30","5040","168.0","2850","814.0"
"Jun2015","WE","BKK","HKT","90","15120","168.0","7200","673.0"
"Jun2015","WE","BKK","URT","60.0","10080.0","168.0","4500.0","536.0"
"Jun2015","WE","BKK","UBP","90","15120","168.0","5850","476.0"
"Jun2015","WE","BKK","UTH","120","20160","168.0","7800","451.0"
"Jun2015","WE","CEI","BKK","90.0","15120.0","168.0","7200.0","666.0"
"Jun2015","WE","CNX","BKK","60","10080","168.0","4200","565.0"
"Jun2015","WE","CNX","DMK","120","20160","168.0","9000","565.0"
"Jun2015","WE","CNX","HKT","30","5040","168.0","3450","1181.0"
"Jun2015","WE","DMK","CNX","150","25200","168.0","11250","565.0"
"Jun2015","WE","DMK","KKC","90","15120","168.0","4950","367.0"
"Jun2015","WE","DMK","HKT","90","15120","168.0","7200","689.0"
"Jun2015","WE","HDY","BKK","150","25200","168.0","12750","750.0"
"Jun2015","WE","HKT","BKK","90","15120","168.0","7650","673.0"
"Jun2015","WE","HKT","DMK","120","20160","168.0","10200","689.0"
"Jun2015","WE","KBV","BKK","30","5040","168.0","2400","649.0"
"Jun2015","WE","KKC","BKK","90","15120","168.0","5850","367.0"
"Jun2015","WE","KKC","DMK","90","15120","168.0","4950","367.0"
"Jun2015","WE","NAW","BKK","30","5040","168.0","2850","814.0"
"Jun2015","WE","UBP","BKK","90","15120","168.0","5850","476.0"
"Jun2015","WE","URT","BKK","60.0","10080.0","168.0","4200.0","536.0"
"Jun2015","WE","UTH","BKK","120","20160","168.0","7200","451.0"
"Jul2015","DD","BFV","DMK","31","2046","66.0","2015","296.0"
"Jul2015","DD","CEI","DMK","124","23436","189.0","9300","666.0"
"Jul2015","DD","CJM","DMK","62.0","4712.0","76.0","4185.0","380.0"
"Jul2015","DD","CNX","DMK","257","48573","189.0","16705","565.0"
"Jul2015","DD","CNX","UTH","31","5859","189.0","1860","433.0"
"Jul2015","DD","DMK","BFV","31","2046","66.0","2015","296.0"
"Jul2015","DD","DMK","CNX","257","48573","189.0","17990","565.0"
"Jul2015","DD","DMK","CEI","124","23436","189.0","9300","666.0"
"Jul2015","DD","DMK","CJM","62.0","4712.0","76.0","4030.0","380.0"
"Jul2015","DD","DMK","HDY","217","41013","189.0","18445","772.0"
"Jul2015","DD","DMK","KKC","93","17577","189.0","4960","367.0"
"Jul2015","DD","DMK","KBV","93","17577","189.0","7595","666.0"
"Jul2015","DD","DMK","LPT","93","7998","86.0","8215","497.0"
"Jul2015","DD","DMK","LOE","62","5332","86.0","4340","410.0"
"Jul2015","DD","DMK","MAQ","93.0","7378.0","79.33333333333333","6510.0","380.0"
"Jul2015","DD","DMK","KOP","31","5859","189.0","2170","579.0"
"Jul2015","DD","DMK","NST","186","35154","189.0","13020","610.0"
"Jul2015","DD","DMK","NNT","111.0","8306.0","74.82882882882883","9720.0","541.0"
"Jul2015","DD","DMK","PHS","93","17577","189.0","4650","320.0"
"Jul2015","DD","DMK","PRH","31","2666","86.0","2635","470.0"
"Jul2015","DD","DMK","HKT","164","30996","189.0","13120","689.0"
"Jul2015","DD","DMK","UNN","62","5332","86.0","5580","497.0"
"Jul2015","DD","DMK","ROI","75.0","5830.0","77.73333333333333","5560.0","418.0"
"Jul2015","DD","DMK","SNO","93.0","14384.0","154.66666666666666","6820.0","521.0"
"Jul2015","DD","DMK","URT","155","29295","189.0","10850","552.0"
"Jul2015","DD","DMK","TST","93","17577","189.0","7130","718.0"
"Jul2015","DD","DMK","UBP","217","41013","189.0","13950","483.0"
"Jul2015","DD","DMK","UTH","234","44226","189.0","14730","451.0"
"Jul2015","DD","HDY","DMK","217","41013","189.0","18445","772.0"
"Jul2015","DD","HKT","DMK","164","30996","189.0","13275","689.0"
"Jul2015","DD","KBV","DMK","93","17577","189.0","7130","666.0"
"Jul2015","DD","KKC","DMK","93","17577","189.0","4805","367.0"
"Jul2015","DD","KOP","DMK","31","5859","189.0","2170","579.0"
"Jul2015","DD","LOE","DMK","62","5332","86.0","4340","410.0"
"Jul2015","DD","LPT","DMK","93","7998","86.0","8370","497.0"
"Jul2015","DD","MAQ","DMK","93.0","7378.0","79.33333333333333","6200.0","380.0"
"Jul2015","DD","NNT","DMK","111.0","8306.0","74.82882882882883","9720.0","541.0"
"Jul2015","DD","NST","DMK","186","35154","189.0","13020","610.0"
"Jul2015","DD","PHS","DMK","93","17577","189.0","4650","320.0"
"Jul2015","DD","PRH","DMK","31","2666","86.0","2635","470.0"
"Jul2015","DD","ROI","DMK","75.0","5830.0","77.73333333333333","5495.0","418.0"
"Jul2015","DD","SNO","DMK","93.0","14384.0","154.66666666666666","6665.0","521.0"
"Jul2015","DD","TST","DMK","93","17577","189.0","7440","718.0"
"Jul2015","DD","UBP","DMK","217","41013","189.0","13020","483.0"
"Jul2015","DD","UNN","DMK","62","5332","86.0","5580","497.0"
"Jul2015","DD","URT","DMK","155","29295","189.0","10850","552.0"
"Jul2015","DD","UTH","DMK","234","44226","189.0","13800","451.0"
"Jul2015","DD","UTH","CNX","31","5859","189.0","1860","433.0"
"Jul2015","FD","BFV","DMK","31","5580","180.0","1705","296.0"
"Jul2015","FD","CEI","DMK","124","22320","180.0","10695","666.0"
"Jul2015","FD","CNX","DMK","310","55800","180.0","23560","565.0"
"Jul2015","FD","CNX","HDY","31","5580","180.0","3720","1320.0"
"Jul2015","FD","CNX","KBV","62","11160","180.0","7285","1181.0"
"Jul2015","FD","CNX","HKT","93","16740","180.0","11470","1181.0"
"Jul2015","FD","CNX","URT","31","5580","180.0","3410","1067.0"
"Jul2015","FD","DMK","BFV","31","5580","180.0","1705","296.0"
"Jul2015","FD","DMK","CNX","310","55800","180.0","23250","565.0"
"Jul2015","FD","DMK","CEI","124","22320","180.0","9300","666.0"
"Jul2015","FD","DMK","HDY","248","44640","180.0","19840","772.0"
"Jul2015","FD","DMK","KKC","124","22320","180.0","6820","367.0"
"Jul2015","FD","DMK","KBV","186","33480","180.0","14105","666.0"
"Jul2015","FD","DMK","LOE","31","5580","180.0","1860","410.0"
"Jul2015","FD","DMK","KOP","62","11160","180.0","4495","579.0"
"Jul2015","FD","DMK","NST","124","22320","180.0","8370","610.0"
"Jul2015","FD","DMK","NNT","62","11160","180.0","4030","541.0"
"Jul2015","FD","DMK","NAW","31","5580","180.0","2790","838.0"
"Jul2015","FD","DMK","PHS","62","11160","180.0","3410","320.0"
"Jul2015","FD","DMK","HKT","434","78120","180.0","34820","689.0"
"Jul2015","FD","DMK","ROI","62","11160","180.0","4340","418.0"
"Jul2015","FD","DMK","SNO","62","11160","180.0","4340","521.0"
"Jul2015","FD","DMK","URT","155","27900","180.0","10695","552.0"
"Jul2015","FD","DMK","TST","62","11160","180.0","4805","718.0"
"Jul2015","FD","DMK","UBP","62","11160","180.0","3875","483.0"
"Jul2015","FD","DMK","UTH","62","11160","180.0","4030","451.0"
"Jul2015","FD","HDY","DMK","248","44640","180.0","21080","772.0"
"Jul2015","FD","HDY","CNX","31","5580","180.0","3875","1320.0"
"Jul2015","FD","HKT","DMK","434","78120","180.0","35340","689.0"
"Jul2015","FD","HKT","CNX","93","16740","180.0","11005","1181.0"
"Jul2015","FD","HKT","UTH","31","5580","180.0","3100","1135.0"
"Jul2015","FD","KBV","DMK","186","33480","180.0","14570","666.0"
"Jul2015","FD","KBV","CNX","62","11160","180.0","7130","1181.0"
"Jul2015","FD","KKC","DMK","124","22320","180.0","6820","367.0"
"Jul2015","FD","KOP","DMK","62","11160","180.0","4340","579.0"
"Jul2015","FD","LOE","DMK","31","5580","180.0","1705","410.0"
"Jul2015","FD","NAW","DMK","31","5580","180.0","2790","838.0"
"Jul2015","FD","NNT","DMK","62","11160","180.0","4030","541.0"
"Jul2015","FD","NST","DMK","124","22320","180.0","8835","610.0"
"Jul2015","FD","PHS","DMK","62","11160","180.0","3410","320.0"
"Jul2015","FD","ROI","DMK","62","11160","180.0","3875","418.0"
"Jul2015","FD","SNO","DMK","62","11160","180.0","4495","521.0"
