"['PG', 'PG', '', '', '', '', '', 'PG', 'PG', '', '', '', '', '', 'Thailand', 'HKT', '', '', '', '', '', 'Thailand', 'BKK']","['6,791', '21,082', '1.5', '41.7', '38.9', '19.4', '116', '2,438,248', '0.17']","Mar2013"
"['PG', 'PG', '', '', '', '', '', 'PG', 'PG', '', '', '', '', '', 'Thailand', 'HKT', '', '', '', '', '', 'Thailand', 'BKK']","['6,176', '20,880', '1.6', '41.5', '42.0', '16.5', '114', '2,381,124', '0.17']","Apr2013"
"['PG', 'PG', '', '', '', '', '', 'PG', 'PG', '', '', '', '', '', 'Thailand', 'HKT', '', '', '', '', '', 'Thailand', 'BKK']","['5,083', '19,128', '1.5', '37.4', '37.6', '25.0', '111', '2,118,755', '0.17']","May2013"
"['PG', 'PG', '', '', '', '', '', 'PG', 'PG', '', '', '', '', '', 'Thailand', 'HKT', '', '', '', '', '', 'Thailand', 'BKK']","['4,556', '17,002', '1.4', '36.2', '36.6', '27.2', '114', '1,931,480', '0.17']","Jun2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '22,442', '1.6', '70.7', '5.2', '24.1', '71', '1,595,626', '0.09']","Jan2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '21,899', '1.7', '62.3', '5.1', '32.6', '72', '1,574,538', '0.09']","Feb2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '21,609', '1.5', '70.3', '7.6', '22.1', '71', '1,542,883', '0.09']","Mar2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '23,555', '1.8', '65.6', '7.3', '27.1', '72', '1,703,027', '0.09']","Apr2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '22,643', '1.8', '64.3', '4.3', '31.4', '73', '1,650,675', '0.09']","May2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '23,324', '1.9', '67.2', '4.3', '28.4', '75', '1,749,300', '0.10']","Jun2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '22,437', '1.6', '41.9', '32.0', '26.1', '71', '1,595,271', '0.09']","Jan2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '21,800', '1.7', '25.0', '32.6', '42.4', '72', '1,567,420', '0.09']","Feb2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '22,335', '1.6', '47.5', '30.7', '21.8', '71', '1,594,719', '0.09']","Mar2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '23,532', '1.8', '46.5', '29.4', '24.2', '72', '1,701,364', '0.09']","Apr2013"
